4096
0	-5.946727798	-1.721497611e-09
1	0.5748212173	-3.136415572e-10
2	4.530799716	1.011287054e-09
3	10.74026171	1.736015776e-09
4	-2.410510018	1.616810685e-09
5	-7.142475617	2.765165874e-11
6	0.9258936245	-1.142088202e-09
7	-7.949134527	-6.933396079e-10
8	0.7631074473	8.832579113e-11
9	-2.024965686	9.448237748e-10
10	-7.593736044	1.363015478e-09
11	8.020588535	7.263345481e-11
12	-3.216131034	-1.48783208e-09
13	9.722452305	-1.688190032e-09
14	-2.440656164	-1.099963676e-09
15	-11.18581314	2.309272773e-10
16	-4.757018063	1.537349803e-09
17	11.99999211	1.000510785e-09
18	9.463532607	-4.342100013e-10
19	-1.427868721	-1.08645537e-09
20	-2.463288697	-1.050288745e-09
21	9.124054232	1.378639425e-10
22	4.532262365	1.786222725e-09
23	1.607267144	1.585974907e-09
24	7.52577243	2.102673591e-11
25	-4.321604411	-1.166545083e-09
26	4.654161685	-1.659484106e-09
27	-3.803775449	-6.424327736e-10
28	-9.430541433	1.289341967e-09
29	3.910685171	1.605751088e-09
30	5.406938525	4.242979301e-10
31	17.04676332	-7.460787543e-10
32	22.54977654	-1.601255128e-09
33	74.79555143	-9.999858719e-10
34	102.5559812	9.291554193e-10
35	60.14718249	1.655566351e-09
36	39.56970943	9.011174029e-10
37	55.71887129	-1.763771351e-10
38	72.36222243	-1.459403265e-09
39	55.89768208	-1.559030238e-09
40	49.78547478	5.891731547e-11
41	23.33277662	1.082898216e-09
42	79.00030402	9.191412076e-10
43	48.07148371	3.411555483e-10
44	45.22006762	-9.263487755e-10
45	5.818269539	-1.539811834e-09
46	0.9217575394	-3.41980666e-10
47	-6.551203322	8.889990966e-10
48	-1.767560496	1.399455662e-09
49	4.166089169	1.338641198e-09
50	-1.252704088	-9.454037553e-11
51	8.178444163	-1.522288073e-09
52	-1.810293493	-1.042730347e-09
53	-5.235799658	1.161843954e-10
54	-1.317141948	1.018267248e-09
55	2.697940166	1.460468191e-09
56	-2.29870365	2.774216412e-10
57	-9.188708073	-1.500761293e-09
58	4.460798281	-1.632218805e-09
59	-0.2337279666	-6.467715252e-10
60	-6.59764641	6.46178222e-10
61	1.825956785	1.694488994e-09
62	-9.619319023	8.771987581e-10
63	-10.3224031	-1.031478014e-09
64	2.527685847	-1.551516249e-09
65	-0.4667928779	-8.647118577e-10
66	1.222379866	4.26427782e-10
67	6.293071994	1.801999439e-09
68	10.28767409	1.38193279e-09
69	-3.116285423	-4.308411405e-10
70	6.242524322	-1.276093453e-09
71	1.18752326	-1.067169908e-09
72	-0.504463096	-2.566391544e-11
73	0.4997349844	1.568122077e-09
74	-11.03888161	1.690382501e-09
75	9.203618918	2.28974617e-10
76	3.943292146	-8.900822301e-10
77	4.469574379	-1.426219143e-09
78	-1.317239813	-9.939786771e-10
79	1.734153641	5.845293138e-10
80	0.7564636934	1.211186706e-09
81	-1.77437268	3.157238915e-10
82	0.9156436924	-5.863896035e-10
83	-11.07964071	-1.43907064e-09
84	-0.03883087858	-1.56135771e-09
85	9.652716508	9.097611553e-12
86	-4.696592503	1.410025874e-09
87	-0.3490504344	1.356791124e-09
88	-9.242663127	6.987677104e-10
89	-7.569678234	-5.629301469e-10
90	-2.953075837	-1.350373147e-09
91	-5.715880293	-1.531228477e-10
92	18.16904415	1.346911471e-09
93	20.14023577	1.619132828e-09
94	50.66008439	1.104887293e-09
95	120.4662957	-4.967732892e-10
96	86.83674414	-2.095412732e-09
97	123.6040244	-1.481706757e-09
98	107.7551815	1.595030774e-10
99	94.12127028	9.892859865e-10
100	106.3884243	1.056257748e-09
101	73.30033067	-1.636046854e-10
102	64.3342799	-1.809842942e-09
103	45.13691156	-1.465093824e-09
104	63.85426182	1.522568738e-10
105	49.97501823	1.312242315e-09
106	54.9573963	1.791836679e-09
107	41.71364526	8.074545477e-10
108	54.62519517	-1.050028509e-09
109	-1.576096068	-1.353454904e-09
110	4.925310499	-3.754938582e-10
111	0.6609832885	5.881179987e-10
112	-0.8352098885	1.446474496e-09
113	-0.2744857787	1.023702234e-09
114	-0.6258042026	-7.640765798e-10
115	-2.069116425	-1.590788834e-09
116	-3.202380785	-1.093149571e-09
117	10.82344145	-1.40604417e-10
118	3.01703044	1.221689194e-09
119	-3.181740851	1.583468912e-09
120	-0.8233294937	3.232467627e-10
121	2.351469796	-7.736888907e-10
122	5.241882095	-1.130825433e-09
123	-4.614437417	-7.907117183e-10
124	-7.798813515	7.296228066e-10
125	-0.6073480042	1.64828029e-09
126	6.172010704	6.494245142e-10
127	-10.87891581	-7.121272461e-10
128	9.355239389	-1.580520714e-09
129	4.09798582	-1.632074031e-09
130	-0.4523368307	-9.416800673e-12
131	-8.452587645	1.587278864e-09
132	-0.8260904164	1.307743913e-09
133	-4.086933799	1.593923882e-10
134	-15.3502406	-9.94119731e-10
135	-1.930486813	-1.49915258e-09
136	6.530182104	-6.159406318e-11
137	3.067163907	1.746334355e-09
138	-2.274572752	1.771791991e-09
139	-1.134284197	7.501001209e-10
140	-15.64828738	-7.092802456e-10
141	-4.858098793	-1.946833916e-09
142	9.712201378	-1.110056193e-09
